orgID,name,address
9096,Orange Beach Animal Care and Control Program,PO Box 2513
1861,Zani's Furry Friends,
9092,SPCA of Marion County, FL,11100 SW 93rd Ct Rd, Suite 10 - 115
3603,White German Shepherd Rescue,
8936,Hard Luck Cats,
8503,Jessamine County Animal Care & Control,120 Fairground Way
8771,San Diego House Rabbit Society,4807 Mercury Street, Suite A
407,Cocker Nation Rescue of Michigan,
3383,Golden Empire Basset Rescue, Inc.,P.O. Box 2205
9104,Palm Valley Animal Center,2501 W Trenton Rd
1846,From The Heart Rescue,PO Box 56
7865,One Dog at a Time ODAAT,225 Meadow Woods Drive
8954,Lee Shore Rescue, Inc,359 Red Hawk Ln
3428,Tails of Hope Pet Rescue,P.O. Box 891
9081,The Halfway House Animal Rescue,
8911,Helping Paws Humane Society, Inc.,
5171,Homeward Bound Rescue,
3110,Pets Without Partners,
490,Protection of Animals in Wakefield Society, Inc. ,411 Lowell Street (Mailing address: 383R Lowell Street)
5100,Saving Four Paws,9236 Palm Tree Drive
5563,Roxy's K-9 Rescue,
9117,Blount County Animal Center,233 Currie Avenue
1074,Safe Haven Animal Shelter,2209 fox run rd
8243,Whitey's Only Wish Rescue Inc,
9119,Lucky Dawg Animal Rescue,
1493,All About Spay Neuter Inc.,4209 Merrick Road
8439,Paw Placement Animal Rescue,
9122,Maclean-Cameron Animal Adoption Center,900 25th Avenue Northeast
135,Save A Yorkie Rescue, Inc.,
8428,Cenla Cat Project,P.O. Box 3597
8697,Pibbles4HOPE,P.O. Box 6085
7170,Paw-Affection Dachshund Rescue, Inc.,
7717,Rescue Reinvented,35 Wintergrass Place
5214,Echo Dogs White Shepherd Rescue,PO Box 95705
9099,Burge Bird Rescue,13833 S US HIGHWAY 71
6073,City of Nassau bay Animal shelter,18900 upper bay rd.
9036,Danas Doghouse ,3496 Lakeshore Drive
9126,For Purrs Sake Feline Rescue Incorporated,PO Box 267
9127,Grace Mercy Love German Shepherd rescue,
9128,Sandy Paws Rescue inc. ,
9129,Siberian Husky Rescue of New Mexico, Inc.,P.O. Box 3
6817,I Have a Dream Rescue Organization,P.O. Box 525
5597,Adopt A Homeless Animal Rescue,P.O. Box 65351
6545,Pet Rescue Alliance,
4739,Chapman's Dachshund Rescue,1200 Chambers Rd
5922,Ginger's pet rescue,
9135,Ruff House Rescue,
904,Responsible Pet Care,9 Swallow Road
6706,Gram Rescue Ranch,
1679,Adopt A Stray,PO Box 2266
1538,LOYAL Rescue,
9137,Diamonds in the Ruff of Virginia, Inc.,
9101,Freedom German Shepherd Rescue,
3261,A Buddy For Life Inc.,
4586,Rockin G Animal Shelter,1365 N. Mill St.
3119,Midwest Animal Rescue Service,
5470,LUVUMALL ANIMAL RESCUE ,
6058,Friends of Rescue,PO Box 4976
2741,Animal Aid, Inc.,571 NE 44th Street
9139,Henry County Humane Society - Kewanee Chapter,197 S. Fisher Ave.
4106,Pug Rescue of New England,
4104,Golden Retriever Rescue of Southwest Florida, Inc.,P.O. Box 368186
4147,Faithful Hearts Animal Shelter, Inc,P.O. Box 5014
8489,Charming Pet Rescue,8430 Flint Rock
4277,Furlife German Shepherd Rescue,221 Blueberry Hill Ln
7041,Furever Friends of the South K9 Rescue,609 County Road 370
8140,Lifeline Oro Valley Animal Rescue,
9148,Hospets, Inc.,
248,Dog Town Canine Rescue,PO Box 2978
9147,Central Ohio Sheltie Rescue Inc.,P.O. Box 13072
8591,Shenandoah Shepherd Rescue Inc,P.O. Box 764
1333,Happy Tails Rescue,P.O. Box 2485
581,Maine Coon Rescue,PO Box 1021 
8942,NJ South Hills Pet Rescue, Inc,
5569,Home At Last Sanctuary, Inc,
9155,Saginaw County Animal Care & Control,1312 Gratiot
7667,Mile High Dachshunds Rescue, Inc.,
9158,4 Paws Strong,
6362,Everglades Angels Dog Rescue,2637 E. Atlantic Blvd  269
8751,Adopt A Pit Rescue Inc,PO Box 137
5196,Stephen Memorial Animal Shelter,1716 Pella Ave
985,The Cat Shack, Inc.,P.O. Box 950
8927,Peace, Love, & Paws, Inc,
9159,Paws for Life K9 Rescue,1158 26th St. 187
4224,PetConnect Rescue,P.O. Box 60714
9075,Cool Cats Rescue,
147,Animal Rescue of Texas,4447 N. Central Expwy. Suite 110, PMB 116
8763,Sierra's K9 Rescue and Rehab,
9162,Smidget Rescue,16915 SE 272nd St,  100-210 
9164,Rosey's Aussie Rescue ,
9165,PAWS for your Heart, Inc.,1016 Bridges Drive
2612,Homeward Bound Pet Adoption Center,125 County House Rd
7260,Survivor Tails Animal Rescue,
9166,Forgotten Tails Inc ,
8666,Ross County Humane Society,2308 Lick Run Road
8758,Woodbridge Animal Shelter,195 Woodbridge Ave
8610,All 4 Cats Rescue,
6201,A Promise of Love,
9168,Guilford County Animal Services ,4525 W. Wendover Avenue
6690,Last Hope Animal Rescue,
6123,All For One Pet Rescue, Inc.,P.O. Box 213325
7105,Ahimsa Haven Animal Rescue,381 Baldwinville Rd Suite A
987,People And Cats Together, Inc. ,P.O. Box 133
5577,St. Francis Animal Protection Society,P.O. Box 506
23,The Feline Foundation of Greater Washington, Inc.,11160 C-1 S Lakes Dr 707
3656,Prevent Unwanted Pets, Inc. PUP,P O Box 1038
6387,Knine Rescue Inc.,
9171,Galax Carroll Grayson Animal Shelter,201 Fair St
3593,Canine Soulmates Rescue,
422,LI Rabbit Rescue Group,
9009,Whisker Stop,
9172,House of Paws Dog Rescue,
5750,Rescue Haven Foundation,P.O. Box 266
7657,Thundering Paws Animal Sanctuary,PO Box 1555
4684,Mutts Matter Rescue,PO Box 2047
2894,Dogs As Family, Inc.,P.O. Box 13457
277,Pups Rescue,
9177,Code Red K9 Crew,P.O. Box 8205
5504,Ohio Basset Hound Rescue. Inc,P.O. Box 413
5007,Central Coast Herding Dog Rescue,1511 Park St.
5211,Center for Higher Knowledge dba CatRangers,289 W Shadburn Ave
5537,Tired Dog Rescue,PO Box 10751
9083,Friends of Companion Animals,2532 N. Dixie Hwy.
8995,Blue Moon Shepherd Rescue, Inc.,
8123,Tabby Tales Rescue, Inc.,
4301,Unconditional Love Pet Rescue,129 County Road 6031
3652,Chouteau Pound Pals, 100 N 6th\/PO Box 921
3344,Animal Compassion Team of California ,2789 S Orange Ave 
5837,Pampa Animal Welfare Society,752 Municipal Drive in Hobart St. Park
5303,Scotland County Humane Society,1401 W Boulevard
9065,Cause for Paws,
9187,Center for animal rescue and enrichmentCare,2801 clark st
8928,Sheltering Hands, Inc,
5077,DFW Beagle Buddies,
5583,Heart Prints Dog Rescue Society,
2801,Peanut's Place Bully Rescue,
5849,Carver-Scott Humane Society,822 Yellow Brick Road
8343,Paws on the Ground Colorado,PO Box 631880
9189,McLean County Animal Control Center,9279 North 1375 East Road
2932,The Cat's Meow,803 4th Street
5822,Akita Angels, Inc.,P.O. Box 221353
4441,Bald Is Beautiful Hairless & Small Breed Rescue,P.O. Box 8971
8722,Atascosa Animal Allies,307 2nd Street
9182,R&R Boxer Rescue,
1207,Furkids, Inc. ,2650 Pleasantdale Rd. Suite 8
7016,Trenton Cats Rescue,
8002,Animal Friends of Barbour County,
9191,Fifi's Feline Friends,PO Box 29411
4391,Lady Luck Animal Rescue, Inc.,2091 NE 36th Street, 5892
778,Sheltie Rescue of Utah,
7721,Friends of Campbell County Animal Control,185 Greendale Drive
6747,Florida Pointer Rescue,
8333,Stepping Stones Canine Fosters WV,
854,A New Leash on Life Rescue,
4463,Taysia Blue Siberian Husky Rescue,
8230,Natchitoches Humane Society,
9163,Dane Haven, Inc,PO box 27061
5135,Second Chance Boxer Rescue, Inc,P.O. Box 1233
9199,Buckeye Samoyed Rescue,10333 Northfield Rd Unit 36
163,Tanya's Adoption Network 4 Young Animals, Inc. (T.A.N.Y.A.'s, Inc.),P. O. Box 290254
9201,Purrfect Pound Pals,1439 EASTWOOD ST
8853,Anarchy Animal Rescue & Rehabilitation,
4004,Carolina Basset Hound Rescue,PO Box 80082
8640,nOkill Network,
9206,Generations Ranch, Rescue & Sanctuary,47494 Red Wing Ave
9207,Bell's Promise Animal Rescue, Inc,
9203,City of St. Charles Animal Control,2835 W Randolph St
9209,North Georgia Animal Alliance ,P.O. Box 5484
3815,Friends for Life Animal Rescue,P.O. Box 1542
2902,SPCA of Northern Virginia,P.O. Box 100220
9056,PAWS UP PET RESCUE INC,PO Box 185
2259,Monroe County Animal Shelter,170 Kefauver Lane
8748,Purr Partners Feline Rescue,
8404,Jelly's Place,2905 San Pablo Dam Rd
8599,Moms and Mutts Colorado Rescue for Pregnant & Nursing Dogs,
8836,Shamrock Rescue Foundation,13882 Hewes Ave.
5054,Open Arms Rescue,PO Box 2248
9050,Fierce Love Rescue,PO Box 1477
3448,A Home 4 Ever Rescue,
4512,LoveHandlers Animal Sanctuary,
4965,Arizona Golden Rescue,5350 W Bell Rd Ste C122-158
8787,Frosted Faces Foundation,1448 Pine Street
9212,The Bitty Kitty Brigade,
7835,Doberman Underground,114 Barrington Town Square Dr., Suite 345
3211,Samoyed Rescue of  Southern California,
3027,Newnan-Coweta Humane Society,P.O. Box 785
6342,DFW Humane Society of Irving, Inc.,4140 Valley View
9098,Wags 4 Winnie,
9213,Solano County Sheriff's Office Animal Care Division,2510 Claybank Road
663,Blue HAWK (Helping Animals With Kindness) Org.,P.O. Box 5902
8150,Buckeye Basset Hound Rescue,1082 Rendezvous Ln
676,Felines & Friends New Mexico,369 Montezuma Ave. 320
9215,Lucky Chance Rescue,
1409,Animal Rescue of the Rockies,
9217,Rutherford County Animal Control,578 Laurel Hill Drive
4938,National Brittany Rescue and Adoption Network,
9219,Stray Love Foundation, Inc.,
8825,All Paws Matter Rescue,
1223,SaveABunny,P.O. Box 2143
9221,Cannon Beach Bunny Rescue,4230 SE King Rd 183
9222,ASPCA Los Angeles Foster Cats and Kittens,
5558,Saving Great Animals,
1203,Robin Hood Animal Rescue,
7057,Clermont to the Rescue Humane Society,PO Box 21
4714,Labrador Retriever Rescue of Fresno,P.O. Box 1484
5996,Standard Poodles in Need, Rescue & Re-home,PO BOX 80042 3100 Garden Street
267,Animal Friends Rescue Project,P.O. Box 51083
7009,Amazing Grace Bully Rescue,4600 Mobile Highway 9-140
9224,Lalitamba: Bell Animal Sanctuary,P.O. Box 131 Planetarium Station
9152,Washington Alaskan Malamute Adoption League,
4821,Cat\/Canine Assistance, Referral & Education,P O Box 56631
3886,2nd Chance Dog Rescue,
8840,No Wagging Tails Left Behind Animal Rescue,
6895,Recycled Pets NorCal,
4637,Frankies Furry Friends Rescue, Inc,PO Box 289
9228,Animal Welfare League of the Northern Neck, Inc,75 So. Main Street
2103,Mutts in Need,
5299,Best Friend Pet Adoption,P.O. Box 5305
9196,Chatham Animal Rescue & Education,
9229,Public Animal Welfare Services,99 N. Ave. NE
6744,God's Dogs Rescue,
9226,Mower County Humane Society,101 22nd Street SE
65,Hampshire County Animal Control,155 Kerr Drive
5174,Rescue Ur Forever Friend,PO Box 463
9231,Mason County Animal Shelter,1965 fairground road
9004,CARE Coalition,5900 Jack Finney blvd
9223,Diva's Wish,
9230,Liberation Cat House, Inc,
9233,Every Pet Needs a Home ,
9194,11th Hour K9 Rescue Rehab and Rehome,1800 Springs Road
6363,King George Animal Rescue League,PO Box 1003
9227,LOVEPAWS,
3604,Priest River Animal Rescue,5538 Albeni Hwy (Hwy 2)
6621,Brandy Sleddogs Rescue of Central California,p.o box 305
1157,WolfSpirit's Toy Breed PuppyMill Rescue,
1728,Haywood County Animal Shelter,453 Jones Cove Road
6839,Cat's Cradle Rescue,
7938,Furever Pawz Rescue,
3421,SUNNY OASIS RESCUE for Dachshunds and Friends,
7695,Loving Care Cat Rescue,
9240,God's Feral Felines Inc. ,
9241,NM K-911,2111 High Desert Ct
9245,Northern Ocean County Animal Facility,615 Freemont Ave
7975,Central Virginia Regional Rescue,PO Box 2172
8432,Windy Ridge Rescue,
9248,Care Love Give Inc.\/ DBA:Wonder Paws Rescue,1404 E Las Olas Blvd 2428
9251,Save Our Strays Inc,
9253,Southern Ocean County Animal Facility,360 Haywood Road
3426,Animalkind Inc.,721 Warren Street
9254,Oracle Animal Rescue & Rehabilitation,PO Box 1043
9255,Hi Tor Animal Care Center,65 Firemen's Memorial Drive
1034,It's The Pits,PO Box 720008
9257,A HOPE,5755 Washington St
721,Chihuahua & Small Dog Rescue, Inc.,
4415,Camp Papillon Adoption & Rescue Inc,128 Brainerd Lane
6880,Silicon Valley Pet Project,
8582,Edgecombe County Animal Shelter,2909 N. Main St.
8463,The Cat's Meow Rescue,
710,Deaf Dog Rescue of America,
7261,Animal Shelter Volunteers of Texas,PO Box 476
9258,AZ WEST K9 Support Center,22715 W.Gibson Ln
1689,Beagles and Buddies,23430 Hwy 18
6551,Collar of Hope,PO Box  518
4519,Animal Allies Florida,PMB 112, 40 W. Nine Mile Rd. 2
1382,Carolyn's Critters,
9234,Animal Protection Society of Durham,2117E. Club Blvd
3152,Lucky Dog Animal Rescue,
9053,Doghouse Rescue Academy Inc,PO Box 1012
4968,New Rattitude, Inc.,
9267,Feline Canopy of Care, Inc,2600 US 1 S, Suite 3
8307,Epic Animal Rescue,PO Box 93163
5374,Texas Sporting Breed Rescue, Inc.,415 East Sherman Street, A1
4822,Dachshund Lovers of Texas,P.O. Box 820984
9131,Safe Haven for Animals,
6761,Dachshund Rescue of Los Angeles,
3104,Prairie's Edge Humane Society,1500 Clinton Lane Suite F
6513,Mending Fences,P.O. Box 25806
8788,Berrien County Humane Society INC,1111 Exum St
8687,Fur-Get Me Not Animal Rescue, Inc.,
1742,Yolo County SPCA,P O Box 510
9274,Florence Lauderdale Animal Services,3240 Roberson Road
9275,Hopkins Cat Rescue,111 East sunrise highway
9276,Rosenberg Animal Control & Shelter,1207 Blume Road
9277,Town of Hempstead Animal Shelter,3320 Beltagh Avenue
5388,Lynn's Animal Rescue,
9278,Until They're Home,628 Cowan ST
1077,Northern California Sled Dog Rescue,PO Box 30877
9280,Best friends furever PNW animal rescue,1311 SW brown st
9170,Focus on Cumberland County Animal Safety,
2107,Legacy Humane Society,PO Box 2733
3936,Shelter Animals Rescue Group,124 Newell Ln.
9287,Ellis County SPCA,2570 FM 878
9288,SAPULPA FURRY FRIENDS INC,PO BOX 1083
5246,Rockwall Pets,308 Derrick Dr
5948,Peace 4 Paws Inc.,
8351,Animal Help Alliance,170, 2251 N. Rampart Blvd. 
1751,Papillon Pals Rescue, Inc.,
9266,Old Friends Senior Dog Sanctuary,12110 Lebanon Road
9192,Local Whiskers, Inc.,
9298,Oconee County Humane Society, Inc.,1925 Sandifer Blvd.
9299,Arizona Companion Animals,
6294,Howlin4Spirit Companion Animal Rescue,
9180,Community Alley Trappers,
9301,The Fix Project dba Fix Long Beach,3351 Ridge Pk Ct
3433,Last Chance Animal Rescue,PO Box 1661
9304,Heart Of Appalachia Animal Rescue,5091 Dickenson Hwy
6002,Animal Rescue Friends Ltd,PO Box 21393
6276,The Cat Cove,7631 Carson Blvd.
2250,Kindness For Cats Inc,
9305,With Grace,P.O.Box 34953
9306,Cabarrus & Stanly County Animal Rescue ,
8632,Happy Hounds Homeward Bound,
1767,Mastiff Rescue Oregon,
6452,Friends of Rowlett Animals,PO Box 758
7733,Maxx & Me Pet Rescue,
8006,Doberman Rescue Minnesota, PO Box 3638
2570,Humane Society of Burnett County,7410 County Road D
9262,North Knox Animal Shelter,1107 North Main Street
1782,Dogs 2nd Chance,
9308,Amsterdam Kitten Adoption, Inc. ,
3906,Bichon and Little Buddies Rescue,828 Perkins Dr
5999,Cal State Dog Rescue,PO Box 111103
4141,Paws 4 You Rescue,PO Box 561163
6076,Randolph County Humane Society,195 Weese Street Ext
9309,St Francis Society Animal Rescue,P. O. Box 261614
9102,Grand Rivers Humane Society,GRH Save-a-Pet Thrift Store 2651 US-50
4398,Cat Tales Rescue,PO Box 2
9268,Rabbit Rescue of MN,PO Box 314
9311,WHSanctuary,
9216,Healing Hearts Rescue MN,
4666,Doberman Rescue Alliance of Wisconsin, Inc.,Southeast Wisconsin
910,Nine Lives Foundation,3106 Rolison Road
7187,Redemption Road Rescue Rehab Inc.,
8694,Haven On Earth Animal League,PO Box 61088
202,Wendy's Feline Friends,1228 Holly Vista Drive
9316,Get A Life Pet Rescue,6919 Broward Blvd 183
9317,Hearts of Hope Dog Rescue,
1502,National Great Pyrenees Rescue,
8384,For Paws Sake Rescue,
7995,Washington Area Animal Adoption Group,P.O. Box 105
8569,Catapalooza, Inc.,
126,Northeast Animal Rescue,Po Box 52395
4234,Black Dog Animal Rescue Inc.,2407 E. 9th St.
8980,Justice for Samson Animal Rescue,
4618,Northeast Animal Shelter,347 Highland Avenue
892,Spay The Strays, Inc.,PO Box 700112
1615,Dakota Dachshund Rescue,7505 Mystic Drive
2420,Brooklyn Bridge Animal Welfare Coalition, Inc.,P.O. Box 22948
9318,Friends of Homeless Animals,39710 Goodpuppy Lane
7740,Voice4TheVoiceless,
4594,TANKS,Inc Tending Abandoned needy Kats Sanctuary ,
2027,Southern California Golden Retriever Rescue,PO Box 25698
2152,Missouri German Shepherd Rescue,PO Box 22466
9312,Freedom Ride Rescue,615  Monroe Dr
9325,For Our Underdogs Refuge Outreach & Networking,106 Oakridge Ave 58287
9319,Killer Kitties Rescue ,
1445,The Buster Foundation Pit Bull Education and Rescue,P.O. Box 233
9111,Greater Derry Humane Society, Inc.,
9328,Helping Hands Basset Rescue,
7912,A Welcome Home Animal Rescue ,
8585,Regional Animal Shelter,117 West Fulton St
6019,Midwest Pet Refuge,115 N Meridian St. 
5181,Save a Stray,
9210,Forever Friends Foundation,P.O. Box 670903
9331,Monroe County Animal Services,157 L Cary Bittick Dr
9332,Black Dog All Breed Rescue,PO Box 2743
9320,veterinary rescue league,201 Palamino
6385,Four the Paws Inc.,PO Box 226
9333,All Critters Rescue, Inc. ,426 Main Street 317
2239,Cats in the Cradle,PO Box 748
4065,Breeder Release Adoption Service,
9330,Jennies Gems,
7951,Looking Glass Animal Rescue, Inc.,
8378,Missouri\/Kansas Italian Greyhound Rescue (IGCA),
2041,Sound Pet Animal Rescue,PO Box 755
4716,Baja Dog Rescue,
5792,Animalert Pet Adoption Inc.,P.O. Box 24042
8726,Lifesavers Corp,
2972,Pug Rescue of North Carolina, Inc.,
44,Tampa Bay Beagle Rescue, Inc.,P.O. Box 271772
773,All American Dachshund Rescue,
6567,parrothelp.com,P.O. Box 46342
5321,Ambassador Pit Bull Rescue,21010 Southbank Street, 165
110,Candy's Cats, Inc.,P. O. Box 608444
6674,Furrever Friends Rescue & Volunteers, Inc.,PO Box 141 
4319,American Society for the Prevention of Cruelty to Animals (ASPCA),424 E. 92nd St.
6582,4 Paws Dog Rescue,
7809,Sweet Dream House Rescue,
4490,No Stray Left Behind,
9338,Brindle Buddies & Friends,
9297,PURRsonal Space Cat Lounge,1005 Market St
8558,Rabbit Advocates,PO Box 14235
9343,Clark County Humane Society Inc.,W3926 State Hwy 73
9344,Must Luv Dogs Rescue,Post Office Box 1381
1006,A Passion for Paws Rescue, Inc.,28930 Ellis Ave
1632,Second Chance Pet Rescue,PO Box 938
3972,Animals for Life, Inc.,195L Rubber Avenue
4002,Rose's Rescue,P O Box 33
9181,Banana's Little Rescue ,
3365,Animal Advocates,P.O. Box 8480
9345,Paws 2 heart rescue,
9346,Fluffy Tales Husky Rescue & Sanctuary,
2856,Ingham County Animal Control and Shelter,600 Buhl St
8089,Advocates 4 Animals Pet Food Pantry,PO Box 2361
5696,Parma Animal Shelter,6260 State Road
1769,Wyoming County SPCA,PO Box 269, 808 Creek Road
6663,Joyful Pets Animal Rescue,
9348,All About Animals Rescue & Transport, Inc.,po box 1254
2934,Mixed Up Mutts, Inc.,PO Box 193
900,My Young & Old Fur Babies Rescue,
9349,Boxer Rescue of VT ,
9310,East Harlem Kitty Rescue,
6114,Volunteers for Animals,3841 West Main Street Road
9354,New Life Boxer Rescue,PO Box 834
9322,Big Cypress German Shepherd Rescue,PO Box 110462
3964,Diamond Dachshund Rescue of Texas,PO Box 17736
8761,Lil Rascals Dog Rescue,
3177,Rescuing Animals in Need,P.O. Box 608221
743,PAWS of Hertford County,P.O. BOX 153  Murfreesboro, NC 27855                                 .
5997,Denver Dachshunds Rescue and Transport,
4252,Prattville Autauga Humane Society,1009 Reuben Road
8287,A Promised Land Animal Rescue, INC.,PO BOX 841
4457,Feline\/Canine Friends, Inc.,N8429 5th Ave.
5349,Georgina Animal Control and Adoption Centre,26815 Civic Centre Road
6188,Wags and Walks Rescue,
6980,Utah Valley Animal Rescue,
9359,Hopatcong Animal Shelter ,332 Durban Ave
9361,Save SomeBunny Rabbit Rescue,
9363,Churchill Animal Protection Society,5894 Pasture Rd.
4963,Rainbow Rescues Inc,
2147,Forgotten Cats, Inc.,4023 Kennett Pike, PMB 422
5675,Adopt Rescue Cats, Inc.,PO Box 15082
9367,Safe Place for Pets,1520 N Hancock Ave 
899,Menifee County Animal Shelter,381 Little League Lane, P.O. Box 75
313,Itty Bitty Orphan Kitty Rescue,P.O. Box 321232
9368,Good Home Pet Adoptions Inc,751 Franklin Ave, 1
831,Dachshund Adoption Rescue & Education (DARE),PO Box 21161
6692,Great Lakes Boxer Rescue,
3625,Minnesota Boxer Rescue,PO Box 25773
9263,Straydog Inc,PO Box 1465
7085,Rescue Pit, Inc.,PO Box 10219
9371,FIGHT LIKE A CHAMP ANIMAL ADVOCATE ARMY RESCUE,
9372,Real Dog Rescue, Inc.,818 Wyckoff Ave
8448,The Four Legged Ranch,
6940,Ruff Love Foster Care and Dog Rescue,PO Box 2013
8554,All Good Dogs Communication, Education and Awareness,
8122,Redemption Road Rescue,P.O. Box 28084
8095,Lucky K9 Rescue,
6917,Arenac County Animal Control,3750 Foco Rd
9373,ACTion Programs for Animals,800 W. Picacho Ave.
9374,Carolina Animal Rescue & Adoption,42 Deep River Road
9375,Community Paws,3942 N. Kibbey Ct
8321,Live Love Animal Rescue,
956,Eleventh Hour Rescue,P.O. Box 218
9376,Hope Lives Animal Rescue Inc.,6968 SW Old Wire Rd
3455,Lost Paws Rescue of Texas,P O Box 116256
6961,Saving Pets One at a Time Inc, the Morgan County Humane Society,Box 494
1814,Jefferson County Animal Shelter,2727 Hanah Drive
9352,Dexter's Kitties Inc.,
2594,Doggie Protective Services,
3189,Alliance for Responsible Pet Ownership, Inc.,P. O. Box 6385
6194,Mary Ann Morris Animal Society,254 Slow Pitch Rd.
4975,Community Cat Inc,129 S Locust Ln
9377,Castaways Rescue, Inc,2732 White Oak River Rd
9379,One Cat at a Time, Inc d\/b\/a Save Grayson County Cats,
8659,Tailchaser Rescue,
9365,Teddy and Friends Animal Rescue,PO Box 2101
3800,Antrim County Pet Animal Watch,PO Box 94
9339,Bella's Promise Pet Rescue, Inc.,
8614,Paw Pals of Haltom City\/Maricats Rescue,
8536,FuRRR Feline Rescue,10 Main St Unit 99
2948,Rocky Mountain Cocker Rescue, Inc,PO Box 482
1820,Canine Rescue Coalition,
1703,Fancy Cats Rescue Team,PO Box 182
9151,New York City Cat Coalition,
4324,Little Orphan's Animal Rescue, Inc.,
9383,Dogue de Bordeaux Rescue, Inc.,
4088,Bichons and Buddies,4310 Westlawn Ave.
9384,Too Cute Kitten Rescue,665 S Western Ave
5683,Arizona Small Dog Rescue,1102 W Hatcher
6951,TLC Animal Rescue,209 Breakwater Rd
6843,Saving Tails Animal Rescue,
9269,Animal Allies of Texas,517 S Garland ave
5768,Little Shelter Animal Rescue & Adoption Center,33 Warner Road
509,Green Street Rescue,
8349,Piedmont Pound Paws, Inc.,
3916,Colorado Puppy Rescue,16780 E. Iliff Ave
5566,Hernando Animal Shelter ,
9385,Best Friends Animal Society North West Arkansas,210 Prairie Lane
8319,United Doberman Rescue,PO Box 984
5704,Saving Grace and Her Furry Friends,
4615,Angels n Paws,
2705,High Plateau Humane Society,P.O. Box 1383
1980,Blackjack Animal Rescue,200 Old Stage Trail
206,Big Lick Ferret Shelter & Hospice,
268,Ok Save A Dog,990214 S. 3580 Rd
5275,Justin Bartlett Animal Rescue,10405 Southern Blvd
7755,PawPrints Animal Rescue Inc,PO Box 6488
9386,Pet Search ,
2449,All-American Mutt Rescue, Inc,
8223,Greener Days Ahead Rescue ,PO BOX 151
5312,Santa Cruz Society of the Prevention of Cruelty to Animals and Humane Society,2685 Chanticleer Ave.
9388,Fetching Friends Animal Rescue,8961 Arona Avenue
9389,Tender Loving Crested Rescue,10647 Hazelhurst Dr
2666,Worthy Tails Animal Rescue,
8115,Honoring Hope and Faith Rescue, Inc.,3375 Westpark Dr 341
9390,Pikes Peak Parrot Rescue,2031 E Bijou St
5952,Southern States Rescued Rottweilers,PO Box 21133 
868,Greyhound Pets, Inc.,PO Box 891
9393,For Kitty's Sake ,
8733,Mountain Pet Rescue Asheville,
4853,Operation Pets Alive,PO Box 132104
9395,Kat Vet, LLC,
2821,Society for the Prevention of Cruelty to Animals of Pittsylvania County,P.O. Box 936
8156,Rockers Rescue ,P.O. Box 242
4118,Southern Comforts Animal Rescue,P.O. Box 1753
9398,Progressive Animal Welfare Rescue,9227 Gateway Lane
9399,Whisker Tales Rescue,P.O. Box 1023
9400,Alabama Animal Welfare Coalition, PO BOX 664
6552,Vega's New Leash on Life Pet Rescue Inc,PO Box 3336 \/39 Queen St
9401,Mia's Mafia,
6774,Pup and Cat Co.,PO BOX 1987
6805,Demi's Animal Rescue,
9402,Caloosa Humane Society ,1200 Pratt Blvd
6181,Pike County Animal Shelter,527 Lykins Creek Road
9403,Papayago Rescue House, Inc.,3778 Canton Rd Ste 100
9404,Humphrey House for Homeless Animals,
9405,Lakeside Animal Rescue,
5810,Our Last Hope Animal Rescue,PO BOX 1142
9358,Hero's Haven Animal Rescue,
3948,Feline Urgent Rescue and Rehab,PO Box 1430
4255,Yorkie911 Rescue, Inc.,P.O. Box 2627
6979,Underdogs Rock! Rescue,
3735,Adopt A Rescued Friend, Inc,19418 Craigchester Ln
6402,The Cat House on the Kings,7120 S Kings River Rd
9408,Potter League for Animals,87 Oliphant Lane
5591,ROC the Dogs Rescue, Inc.,P.O. Box 16795
1812,Cimarron Valley Humane Society,P O Box 1163
5811,Helen Sanders Cat Protection and Welfare Society,1198 Pacific Coast Hwy. Suite D Box 227
2712,Southern Comfort Animal Rescue,1484 N. Hwy 19
9411,Fayette County Dog Shelter,1550 Robinson Rd SE
9420,Brighter Days Dog Rescue,
6070,Promises Animal Rescue, Inc,
8815,Jake's Wish Dog Rescue,PO BOX 1345
9406,Libby and Mace's Place,
9392,All Paws on Deck Animal Rescue,300 N. New York Avenue, 1880
9422,Lucky Dog Rescue,
9387,The Big Mutt Network,P.O. Box 277
6113,East Coast Paws n Claws ,
9313,No Paw Left Behind Animal Rescue,
1470,Marshall County Humane Society,
9421,Tails of the Unwanted,
5364,The Way Home, Inc.,PO Box 541502
8410,Clear Creek Cat Rescue,P.O. Box 231208
4858,Richardson Rescue,1968 Garvin Rd
1623,San Antonio Feral Cat Coalition,P. O Box 692308
9425,Hound Haven of Lone Pine inc,592 Lone Pine Rd
970,13thstcats.org,PO Box 8255
8454,K9 Crusaders for Second Chances,
2350,Burlington County Animal Alliance,
331,Long Beach Spay Neuter,
8864,American Belgian Malinois Rescue, Inc,
4558,Umbrella of Hope,4080 Railroad Ave
9232,Adopt A Pal Animal Rescue,
6280,Naples Cat Alliance,5555 Golden Gate Parkway, Unit 141
9293,Appalachian Peace Paws Rescue,
8633,Great Pyrenees Rescue and Sanctuary,11603 BRADSHAW RD
9427,Rescue City,
5304,4 Paws 4 Life Rescue,
9428,Rescue Pets Serving Vets, Inc,4793 Red Rock Road
8657,Paw Kindness Animal Rescue and Sanctuary,P.O. BOX 87778
6676,The Animal Project,
9429,Angel's Furry Friends Rescue,
9431,Touch of Grey Rescue,5688 S Highway A1A
